order_id,order_date,product,region,customer_id,price,quantity,revenue,month_year,month_name,quarter,total_orders,total_spent,segment
1034,2025-08-08,Headphones,North,501,372.27,2,744.54,2025-08,August,3,948,1716692.5,High Value
1035,2025-04-01,Keyboard,East,504,613.47,4,2453.88,2025-04,April,2,974,1841907.46,High Value
1036,2025-08-12,Monitor,Unknown,520,558.08,3,1674.24,2025-08,August,3,883,1650524.72,High Value
1037,2025-02-18,Laptop,North,515,652.26,1,652.26,2025-02,February,1,963,1783010.34,High Value
1038,2025-02-23,Smartwatch,North,517,209.3,3,627.9,2025-02,February,1,930,1758570.59,High Value
1039,2025-05-19,Laptop,North,518,801.13,3,2403.39,2025-05,May,2,951,1711942.99,High Value
1040,2025-06-30,Keyboard,North,514,1034.0,3,3102.0,2025-06,June,2,1012,1807715.97,High Value
1041,2025-08-02,Headphones,North,519,613.47,2,1226.94,2025-08,August,3,968,1801348.14,High Value
1042,2025-04-05,Laptop,East,505,613.47,5,3067.35,2025-04,April,2,958,1766477.7,High Value
1043,2025-05-14,Smartwatch,Unknown,507,662.07,1,662.07,2025-05,May,2,925,1702254.36,High Value
1044,2025-07-10,Smartwatch,East,520,700.14,1,700.14,2025-07,July,3,883,1650524.72,High Value
1045,2025-01-23,Laptop,West,507,113.51,3,340.53,2025-01,January,1,925,1702254.36,High Value
1046,2025-06-01,Monitor,Unknown,500,613.47,1,613.47,2025-06,June,2,948,1746598.65,High Value
1047,2025-09-02,Laptop,North,511,734.99,1,734.99,2025-09,September,3,929,1744998.21,High Value
1048,2025-04-06,Keyboard,South,520,547.31,5,2736.55,2025-04,April,2,883,1650524.72,High Value
1049,2025-10-18,Laptop,East,506,838.93,1,838.93,2025-10,October,4,968,1857117.28,High Value
1050,2025-05-07,Keyboard,South,508,907.33,2,1814.66,2025-05,May,2,950,1762563.94,High Value
1051,2025-06-07,Laptop,South,514,715.25,4,2861.0,2025-06,June,2,1012,1807715.97,High Value
1052,2025-10-15,Smartwatch,East,506,781.71,2,1563.42,2025-10,October,4,968,1857117.28,High Value
1053,2025-03-15,Keyboard,South,501,443.19,3,1329.57,2025-03,March,1,948,1716692.5,High Value
1054,2025-01-05,Keyboard,East,500,579.04,2,1158.08,2025-01,January,1,948,1746598.65,High Value
1055,2025-04-10,Headphones,East,500,436.11,5,2180.55,2025-04,April,2,948,1746598.65,High Value
1056,2025-02-16,Keyboard,Unknown,503,366.32,5,1831.6,2025-02,February,1,930,1750977.1,High Value
1057,2025-04-11,Smartwatch,North,507,613.47,5,3067.35,2025-04,April,2,925,1702254.36,High Value
1058,2025-06-09,Laptop,South,507,152.91,5,764.55,2025-06,June,2,925,1702254.36,High Value
1059,2025-09-28,Keyboard,North,518,613.47,4,2453.88,2025-09,September,3,951,1711942.99,High Value
1060,2025-04-16,Monitor,North,500,1072.54,3,3217.62,2025-04,April,2,948,1746598.65,High Value
1061,2025-06-25,Laptop,North,505,595.32,4,2381.28,2025-06,June,2,958,1766477.7,High Value
1062,2025-09-09,Laptop,South,520,156.4,3,469.2,2025-09,September,3,883,1650524.72,High Value
1063,2025-09-21,Monitor,East,508,1102.96,5,5514.8,2025-09,September,3,950,1762563.94,High Value
1064,2025-07-26,Keyboard,South,506,1091.42,5,5457.1,2025-07,July,3,968,1857117.28,High Value
1065,2025-04-28,Monitor,West,516,1107.19,2,2214.38,2025-04,April,2,985,1818375.7,High Value
1066,2025-02-03,Keyboard,North,517,143.2,3,429.6,2025-02,February,1,930,1758570.59,High Value
1067,2025-01-24,Laptop,Unknown,510,582.57,5,2912.85,2025-01,January,1,938,1816831.67,High Value
1068,2025-09-24,Headphones,Unknown,512,990.62,1,990.62,2025-09,September,3,918,1696896.54,High Value
1069,2025-01-17,Laptop,East,507,980.59,2,1961.18,2025-01,January,1,925,1702254.36,High Value
1070,2025-04-24,Headphones,South,516,1097.55,1,1097.55,2025-04,April,2,985,1818375.7,High Value
1071,2025-08-16,Headphones,Unknown,507,692.41,1,692.41,2025-08,August,3,925,1702254.36,High Value
1072,2025-10-11,Headphones,North,502,358.71,2,717.42,2025-10,October,4,961,1751464.56,High Value
1073,2025-06-20,Laptop,West,502,714.39,2,1428.78,2025-06,June,2,961,1751464.56,High Value
1074,2025-07-08,Headphones,South,503,210.9,2,421.8,2025-07,July,3,930,1750977.1,High Value
1075,2025-10-10,Keyboard,South,500,664.63,4,2658.52,2025-10,October,4,948,1746598.65,High Value
1076,2025-03-19,Laptop,West,508,56.37,5,281.85,2025-03,March,1,950,1762563.94,High Value
1077,2025-10-27,Smartwatch,West,504,834.07,4,3336.28,2025-10,October,4,974,1841907.46,High Value
1078,2025-06-11,Laptop,South,507,132.81,2,265.62,2025-06,June,2,925,1702254.36,High Value
1079,2025-09-06,Keyboard,Unknown,508,850.74,3,2552.22,2025-09,September,3,950,1762563.94,High Value
1080,2025-02-20,Headphones,West,516,312.64,4,1250.56,2025-02,February,1,985,1818375.7,High Value
1081,2025-04-16,Headphones,South,511,714.19,4,2856.76,2025-04,April,2,929,1744998.21,High Value
1082,2025-02-12,Monitor,East,508,113.62,1,113.62,2025-02,February,1,950,1762563.94,High Value
1083,2025-04-05,Keyboard,North,516,1002.5,2,2005.0,2025-04,April,2,985,1818375.7,High Value
1084,2025-08-31,Headphones,Unknown,511,1031.91,2,2063.82,2025-08,August,3,929,1744998.21,High Value
1085,2025-04-29,Laptop,East,519,1060.55,4,4242.2,2025-04,April,2,968,1801348.14,High Value
1086,2025-02-16,Keyboard,Unknown,505,457.2,4,1828.8,2025-02,February,1,958,1766477.7,High Value
1087,2025-03-30,Headphones,Unknown,509,360.68,2,721.36,2025-03,March,1,995,1889373.52,High Value
1088,2025-08-07,Laptop,South,511,613.47,3,1840.41,2025-08,August,3,929,1744998.21,High Value
1089,2025-06-27,Smartwatch,North,517,1054.38,1,1054.38,2025-06,June,2,930,1758570.59,High Value
1090,2025-07-15,Headphones,South,503,881.74,4,3526.96,2025-07,July,3,930,1750977.1,High Value
1091,2025-10-14,Laptop,South,515,953.83,1,953.83,2025-10,October,4,963,1783010.34,High Value
1092,2025-09-08,Keyboard,North,512,725.83,5,3629.15,2025-09,September,3,918,1696896.54,High Value
1093,2025-03-10,Laptop,East,518,1121.39,1,1121.39,2025-03,March,1,951,1711942.99,High Value
1094,2025-05-18,Laptop,South,513,313.19,3,939.57,2025-05,May,2,965,1816558.56,High Value
1095,2025-09-29,Smartwatch,South,518,1081.19,1,1081.19,2025-09,September,3,951,1711942.99,High Value
1096,2025-05-23,Headphones,East,511,575.9,5,2879.5,2025-05,May,2,929,1744998.21,High Value
1097,2025-08-18,Keyboard,North,501,1025.52,4,4102.08,2025-08,August,3,948,1716692.5,High Value
1098,2025-03-26,Laptop,South,510,167.07,2,334.14,2025-03,March,1,938,1816831.67,High Value
1099,2025-03-10,Keyboard,Unknown,503,440.93,2,881.86,2025-03,March,1,930,1750977.1,High Value
1100,2025-04-01,Keyboard,North,502,806.14,5,4030.7,2025-04,April,2,961,1751464.56,High Value
1101,2025-04-23,Laptop,North,503,89.36,5,446.8,2025-04,April,2,930,1750977.1,High Value
1102,2025-06-03,Headphones,North,520,449.69,5,2248.45,2025-06,June,2,883,1650524.72,High Value
1103,2025-04-20,Monitor,South,512,613.47,5,3067.35,2025-04,April,2,918,1696896.54,High Value
1104,2025-05-09,Headphones,North,505,551.04,2,1102.08,2025-05,May,2,958,1766477.7,High Value
1105,2025-10-06,Laptop,South,508,763.2,3,2289.6,2025-10,October,4,950,1762563.94,High Value
1106,2025-04-04,Laptop,North,516,1027.21,2,2054.42,2025-04,April,2,985,1818375.7,High Value
1107,2025-03-05,Monitor,North,508,473.43,1,473.43,2025-03,March,1,950,1762563.94,High Value
1108,2025-09-24,Keyboard,North,513,1141.55,5,5707.75,2025-09,September,3,965,1816558.56,High Value
1109,2025-06-09,Laptop,South,512,1112.11,3,3336.33,2025-06,June,2,918,1696896.54,High Value
1110,2025-09-11,Keyboard,East,516,927.32,1,927.32,2025-09,September,3,985,1818375.7,High Value
1111,2025-09-09,Monitor,East,514,637.12,2,1274.24,2025-09,September,3,1012,1807715.97,High Value
1112,2025-07-11,Laptop,South,504,711.58,3,2134.74,2025-07,July,3,974,1841907.46,High Value
1113,2025-01-13,Laptop,South,515,1191.38,3,3574.14,2025-01,January,1,963,1783010.34,High Value
1114,2025-01-13,Laptop,North,511,720.6,3,2161.8,2025-01,January,1,929,1744998.21,High Value
1115,2025-04-26,Laptop,South,514,613.47,4,2453.88,2025-04,April,2,1012,1807715.97,High Value
1116,2025-09-28,Laptop,West,519,242.37,5,1211.85,2025-09,September,3,968,1801348.14,High Value
1117,2025-01-01,Laptop,Unknown,513,714.06,5,3570.3,2025-01,January,1,965,1816558.56,High Value
1118,2025-09-16,Laptop,North,505,1193.25,4,4773.0,2025-09,September,3,958,1766477.7,High Value
1119,2025-03-13,Keyboard,North,508,613.47,3,1840.41,2025-03,March,1,950,1762563.94,High Value
1120,2025-08-09,Laptop,East,511,197.93,3,593.79,2025-08,August,3,929,1744998.21,High Value
1121,2025-04-10,Laptop,North,517,1019.72,5,5098.6,2025-04,April,2,930,1758570.59,High Value
1122,2025-01-26,Keyboard,Unknown,501,512.88,2,1025.76,2025-01,January,1,948,1716692.5,High Value
1123,2025-10-03,Headphones,North,508,70.57,1,70.57,2025-10,October,4,950,1762563.94,High Value
1124,2025-06-06,Keyboard,North,502,585.01,3,1755.03,2025-06,June,2,961,1751464.56,High Value
1125,2025-01-02,Laptop,South,516,619.77,2,1239.54,2025-01,January,1,985,1818375.7,High Value
1126,2025-09-22,Headphones,North,504,1027.76,1,1027.76,2025-09,September,3,974,1841907.46,High Value
1127,2025-03-31,Keyboard,North,505,613.47,3,1840.41,2025-03,March,1,958,1766477.7,High Value
1128,2025-02-04,Smartwatch,East,504,514.85,2,1029.7,2025-02,February,1,974,1841907.46,High Value
1129,2025-10-09,Laptop,South,518,520.46,4,2081.84,2025-10,October,4,951,1711942.99,High Value
1130,2025-10-20,Monitor,West,505,972.11,1,972.11,2025-10,October,4,958,1766477.7,High Value
1131,2025-04-20,Laptop,North,500,269.02,2,538.04,2025-04,April,2,948,1746598.65,High Value
1132,2025-07-03,Laptop,West,509,404.45,1,404.45,2025-07,July,3,995,1889373.52,High Value
1133,2025-07-27,Laptop,North,501,768.46,4,3073.84,2025-07,July,3,948,1716692.5,High Value
1134,2025-02-26,Laptop,South,516,760.25,1,760.25,2025-02,February,1,985,1818375.7,High Value
1135,2025-03-15,Keyboard,West,517,98.92,1,98.92,2025-03,March,1,930,1758570.59,High Value
1136,2025-02-24,Monitor,South,501,995.78,2,1991.56,2025-02,February,1,948,1716692.5,High Value
1137,2025-05-31,Keyboard,South,511,996.48,3,2989.44,2025-05,May,2,929,1744998.21,High Value
1138,2025-06-10,Headphones,South,513,880.48,5,4402.4,2025-06,June,2,965,1816558.56,High Value
1139,2025-05-28,Keyboard,North,511,613.47,4,2453.88,2025-05,May,2,929,1744998.21,High Value
1140,2025-01-07,Headphones,East,507,240.36,2,480.72,2025-01,January,1,925,1702254.36,High Value
1141,2025-01-21,Headphones,South,513,371.98,1,371.98,2025-01,January,1,965,1816558.56,High Value
1142,2025-10-28,Laptop,West,516,1117.35,4,4469.4,2025-10,October,4,985,1818375.7,High Value
1143,2025-07-24,Laptop,Unknown,515,1173.09,1,1173.09,2025-07,July,3,963,1783010.34,High Value
1144,2025-10-17,Smartwatch,Unknown,513,1004.59,5,5022.95,2025-10,October,4,965,1816558.56,High Value
1145,2025-09-01,Headphones,South,520,659.58,4,2638.32,2025-09,September,3,883,1650524.72,High Value
1146,2025-08-30,Laptop,West,520,164.75,3,494.25,2025-08,August,3,883,1650524.72,High Value
1147,2025-01-03,Laptop,North,500,401.78,1,401.78,2025-01,January,1,948,1746598.65,High Value
1148,2025-01-24,Monitor,North,506,382.01,3,1146.03,2025-01,January,1,968,1857117.28,High Value
1149,2025-07-11,Headphones,South,513,274.3,3,822.9,2025-07,July,3,965,1816558.56,High Value
1150,2025-06-18,Keyboard,South,519,726.36,2,1452.72,2025-06,June,2,968,1801348.14,High Value
1151,2025-09-26,Smartwatch,North,511,1115.58,3,3346.74,2025-09,September,3,929,1744998.21,High Value
1152,2025-08-12,Keyboard,South,517,376.04,1,376.04,2025-08,August,3,930,1758570.59,High Value
1153,2025-08-02,Laptop,South,503,644.12,2,1288.24,2025-08,August,3,930,1750977.1,High Value
1154,2025-05-31,Laptop,East,509,896.59,2,1793.18,2025-05,May,2,995,1889373.52,High Value
1155,2025-01-28,Laptop,West,504,630.68,3,1892.04,2025-01,January,1,974,1841907.46,High Value
1156,2025-05-24,Monitor,North,501,205.52,2,411.04,2025-05,May,2,948,1716692.5,High Value
1157,2025-04-09,Smartwatch,Unknown,507,705.4,3,2116.2,2025-04,April,2,925,1702254.36,High Value
1158,2025-08-21,Headphones,North,504,570.82,1,570.82,2025-08,August,3,974,1841907.46,High Value
1159,2025-07-13,Smartwatch,East,508,569.51,5,2847.55,2025-07,July,3,950,1762563.94,High Value
1160,2025-10-08,Keyboard,East,506,1090.09,5,5450.45,2025-10,October,4,968,1857117.28,High Value
1161,2025-05-26,Smartwatch,North,501,503.61,2,1007.22,2025-05,May,2,948,1716692.5,High Value
1162,2025-01-17,Laptop,Unknown,510,334.82,4,1339.28,2025-01,January,1,938,1816831.67,High Value
1163,2025-06-27,Laptop,West,505,672.27,4,2689.08,2025-06,June,2,958,1766477.7,High Value
1164,2025-09-17,Smartwatch,East,501,1040.12,4,4160.48,2025-09,September,3,948,1716692.5,High Value
1165,2025-08-17,Laptop,East,505,357.36,1,357.36,2025-08,August,3,958,1766477.7,High Value
1166,2025-04-02,Laptop,North,515,974.25,4,3897.0,2025-04,April,2,963,1783010.34,High Value
1167,2025-04-30,Headphones,North,507,88.91,4,355.64,2025-04,April,2,925,1702254.36,High Value
1168,2025-07-10,Keyboard,Unknown,513,818.48,5,4092.4,2025-07,July,3,965,1816558.56,High Value
1169,2025-01-25,Smartwatch,North,519,915.79,3,2747.37,2025-01,January,1,968,1801348.14,High Value
1170,2025-05-26,Keyboard,Unknown,510,1172.65,4,4690.6,2025-05,May,2,938,1816831.67,High Value
1171,2025-04-07,Laptop,South,515,311.96,1,311.96,2025-04,April,2,963,1783010.34,High Value
1172,2025-03-01,Keyboard,South,505,856.87,3,2570.61,2025-03,March,1,958,1766477.7,High Value
1173,2025-06-22,Laptop,South,510,820.81,2,1641.62,2025-06,June,2,938,1816831.67,High Value
1174,2025-10-14,Headphones,East,510,238.11,5,1190.55,2025-10,October,4,938,1816831.67,High Value
1175,2025-03-03,Smartwatch,North,519,372.61,2,745.22,2025-03,March,1,968,1801348.14,High Value
1176,2025-04-28,Smartwatch,Unknown,514,873.11,4,3492.44,2025-04,April,2,1012,1807715.97,High Value
1177,2025-09-12,Smartwatch,North,519,832.86,5,4164.3,2025-09,September,3,968,1801348.14,High Value
1178,2025-01-09,Keyboard,East,513,621.7,5,3108.5,2025-01,January,1,965,1816558.56,High Value
1179,2025-07-07,Headphones,East,509,373.95,5,1869.75,2025-07,July,3,995,1889373.52,High Value
1180,2025-07-02,Smartwatch,South,504,613.47,1,613.47,2025-07,July,3,974,1841907.46,High Value
1181,2025-09-11,Headphones,Unknown,506,879.73,5,4398.65,2025-09,September,3,968,1857117.28,High Value
1182,2025-07-30,Headphones,South,504,521.2,1,521.2,2025-07,July,3,974,1841907.46,High Value
1183,2025-10-11,Keyboard,North,515,236.55,5,1182.75,2025-10,October,4,963,1783010.34,High Value
1184,2025-10-08,Headphones,North,506,667.61,4,2670.44,2025-10,October,4,968,1857117.28,High Value
1185,2025-09-02,Headphones,Unknown,512,118.47,1,118.47,2025-09,September,3,918,1696896.54,High Value
1186,2025-03-18,Monitor,Unknown,504,859.41,2,1718.82,2025-03,March,1,974,1841907.46,High Value
1187,2025-03-30,Smartwatch,West,514,460.35,4,1841.4,2025-03,March,1,1012,1807715.97,High Value
1188,2025-05-30,Laptop,South,509,670.5,2,1341.0,2025-05,May,2,995,1889373.52,High Value
1189,2025-09-22,Smartwatch,South,509,619.27,1,619.27,2025-09,September,3,995,1889373.52,High Value
1190,2025-09-30,Headphones,South,516,1095.34,3,3286.02,2025-09,September,3,985,1818375.7,High Value
1191,2025-07-31,Smartwatch,South,518,75.33,3,225.99,2025-07,July,3,951,1711942.99,High Value
1192,2025-03-01,Monitor,West,510,945.45,3,2836.35,2025-03,March,1,938,1816831.67,High Value
1193,2025-05-04,Headphones,North,503,1141.78,4,4567.12,2025-05,May,2,930,1750977.1,High Value
1194,2025-04-30,Laptop,North,504,1117.47,1,1117.47,2025-04,April,2,974,1841907.46,High Value
1195,2025-01-01,Monitor,North,520,1074.74,5,5373.7,2025-01,January,1,883,1650524.72,High Value
1196,2025-05-11,Headphones,North,509,543.52,3,1630.56,2025-05,May,2,995,1889373.52,High Value
1197,2025-03-23,Smartwatch,East,509,1110.21,1,1110.21,2025-03,March,1,995,1889373.52,High Value
1198,2025-09-19,Keyboard,Unknown,517,979.35,3,2938.05,2025-09,September,3,930,1758570.59,High Value
1199,2025-10-14,Laptop,Unknown,510,140.59,3,421.77,2025-10,October,4,938,1816831.67,High Value
1200,2025-08-02,Headphones,East,511,613.47,5,3067.35,2025-08,August,3,929,1744998.21,High Value
1201,2025-01-08,Laptop,East,510,978.06,4,3912.24,2025-01,January,1,938,1816831.67,High Value
1202,2025-01-04,Laptop,West,513,112.14,5,560.7,2025-01,January,1,965,1816558.56,High Value
1203,2025-02-05,Keyboard,East,504,1173.23,1,1173.23,2025-02,February,1,974,1841907.46,High Value
1204,2025-05-02,Monitor,West,500,1162.89,5,5814.45,2025-05,May,2,948,1746598.65,High Value
1205,2025-07-13,Monitor,South,517,887.55,4,3550.2,2025-07,July,3,930,1758570.59,High Value
1206,2025-01-31,Keyboard,East,502,514.53,2,1029.06,2025-01,January,1,961,1751464.56,High Value
1207,2025-04-23,Keyboard,North,510,1109.15,5,5545.75,2025-04,April,2,938,1816831.67,High Value
1208,2025-05-16,Keyboard,West,518,288.93,1,288.93,2025-05,May,2,951,1711942.99,High Value
1209,2025-08-13,Monitor,North,500,452.73,3,1358.19,2025-08,August,3,948,1746598.65,High Value
1210,2025-04-08,Laptop,Unknown,503,613.47,3,1840.41,2025-04,April,2,930,1750977.1,High Value
1211,2025-05-15,Monitor,North,519,692.71,5,3463.55,2025-05,May,2,968,1801348.14,High Value
1212,2025-09-04,Laptop,North,519,569.01,5,2845.05,2025-09,September,3,968,1801348.14,High Value
1213,2025-06-19,Laptop,North,512,426.02,1,426.02,2025-06,June,2,918,1696896.54,High Value
1214,2025-09-23,Laptop,South,519,415.75,4,1663.0,2025-09,September,3,968,1801348.14,High Value
1215,2025-09-24,Smartwatch,North,506,877.08,1,877.08,2025-09,September,3,968,1857117.28,High Value
1216,2025-09-18,Smartwatch,East,507,197.67,2,395.34,2025-09,September,3,925,1702254.36,High Value
1217,2025-08-24,Keyboard,North,506,613.47,4,2453.88,2025-08,August,3,968,1857117.28,High Value
1218,2025-07-15,Headphones,East,506,613.47,5,3067.35,2025-07,July,3,968,1857117.28,High Value
1219,2025-10-06,Laptop,North,517,104.28,1,104.28,2025-10,October,4,930,1758570.59,High Value
1220,2025-06-26,Keyboard,South,519,1133.18,5,5665.9,2025-06,June,2,968,1801348.14,High Value
1221,2025-10-02,Smartwatch,South,500,613.47,3,1840.41,2025-10,October,4,948,1746598.65,High Value
1222,2025-06-10,Headphones,North,519,557.48,1,557.48,2025-06,June,2,968,1801348.14,High Value
1223,2025-06-23,Laptop,East,515,855.3,4,3421.2,2025-06,June,2,963,1783010.34,High Value
1224,2025-10-22,Laptop,West,504,1044.01,2,2088.02,2025-10,October,4,974,1841907.46,High Value
1225,2025-09-19,Keyboard,Unknown,515,68.72,5,343.6,2025-09,September,3,963,1783010.34,High Value
1226,2025-10-07,Laptop,South,511,375.86,2,751.72,2025-10,October,4,929,1744998.21,High Value
1227,2025-09-23,Headphones,South,519,342.71,2,685.42,2025-09,September,3,968,1801348.14,High Value
1228,2025-07-09,Keyboard,North,503,344.44,2,688.88,2025-07,July,3,930,1750977.1,High Value
1229,2025-02-26,Keyboard,West,508,602.14,2,1204.28,2025-02,February,1,950,1762563.94,High Value
1230,2025-03-14,Laptop,South,503,308.41,1,308.41,2025-03,March,1,930,1750977.1,High Value
1231,2025-02-20,Headphones,West,507,337.9,1,337.9,2025-02,February,1,925,1702254.36,High Value
1232,2025-10-27,Smartwatch,East,510,279.81,5,1399.05,2025-10,October,4,938,1816831.67,High Value
1233,2025-02-10,Monitor,South,508,206.54,5,1032.7,2025-02,February,1,950,1762563.94,High Value
1234,2025-03-07,Laptop,East,517,1064.36,4,4257.44,2025-03,March,1,930,1758570.59,High Value
1235,2025-02-11,Laptop,South,502,478.33,2,956.66,2025-02,February,1,961,1751464.56,High Value
1236,2025-08-29,Headphones,East,505,500.54,2,1001.08,2025-08,August,3,958,1766477.7,High Value
1237,2025-09-22,Laptop,North,515,457.49,2,914.98,2025-09,September,3,963,1783010.34,High Value
1238,2025-05-14,Smartwatch,Unknown,504,315.11,1,315.11,2025-05,May,2,974,1841907.46,High Value
1239,2025-05-24,Headphones,Unknown,502,937.71,5,4688.55,2025-05,May,2,961,1751464.56,High Value
1240,2025-07-20,Laptop,Unknown,516,1057.82,3,3173.46,2025-07,July,3,985,1818375.7,High Value
1241,2025-04-17,Headphones,South,514,526.5,5,2632.5,2025-04,April,2,1012,1807715.97,High Value
1242,2025-06-16,Smartwatch,East,506,768.66,4,3074.64,2025-06,June,2,968,1857117.28,High Value
1243,2025-06-02,Laptop,South,509,470.04,3,1410.12,2025-06,June,2,995,1889373.52,High Value
1244,2025-05-15,Monitor,West,511,944.66,4,3778.64,2025-05,May,2,929,1744998.21,High Value
1245,2025-08-26,Keyboard,Unknown,507,269.21,3,807.63,2025-08,August,3,925,1702254.36,High Value
1246,2025-09-07,Smartwatch,North,514,633.89,4,2535.56,2025-09,September,3,1012,1807715.97,High Value
1247,2025-04-11,Laptop,North,504,613.47,4,2453.88,2025-04,April,2,974,1841907.46,High Value
1248,2025-06-21,Headphones,North,510,248.22,1,248.22,2025-06,June,2,938,1816831.67,High Value
1249,2025-04-17,Laptop,East,503,892.55,1,892.55,2025-04,April,2,930,1750977.1,High Value
1250,2025-07-17,Laptop,East,513,690.38,4,2761.52,2025-07,July,3,965,1816558.56,High Value
1251,2025-04-26,Headphones,North,512,613.47,5,3067.35,2025-04,April,2,918,1696896.54,High Value
1252,2025-05-28,Laptop,South,519,1012.84,3,3038.52,2025-05,May,2,968,1801348.14,High Value
1253,2025-04-12,Keyboard,West,515,908.33,1,908.33,2025-04,April,2,963,1783010.34,High Value
1254,2025-03-27,Laptop,West,512,997.36,5,4986.8,2025-03,March,1,918,1696896.54,High Value
1255,2025-04-08,Smartwatch,South,509,142.18,5,710.9,2025-04,April,2,995,1889373.52,High Value
1256,2025-02-12,Monitor,Unknown,512,1102.69,4,4410.76,2025-02,February,1,918,1696896.54,High Value
1257,2025-08-27,Monitor,West,509,613.47,2,1226.94,2025-08,August,3,995,1889373.52,High Value
1258,2025-04-27,Keyboard,North,502,78.17,2,156.34,2025-04,April,2,961,1751464.56,High Value
1259,2025-08-06,Headphones,West,509,305.33,2,610.66,2025-08,August,3,995,1889373.52,High Value
1260,2025-01-29,Keyboard,North,508,212.79,5,1063.95,2025-01,January,1,950,1762563.94,High Value
1261,2025-07-27,Smartwatch,East,500,385.39,2,770.78,2025-07,July,3,948,1746598.65,High Value
1262,2025-04-22,Smartwatch,North,512,1124.99,3,3374.97,2025-04,April,2,918,1696896.54,High Value
1263,2025-06-29,Monitor,West,515,592.19,4,2368.76,2025-06,June,2,963,1783010.34,High Value
1264,2025-03-16,Headphones,East,519,569.54,5,2847.7,2025-03,March,1,968,1801348.14,High Value
1265,2025-03-30,Laptop,North,510,613.47,1,613.47,2025-03,March,1,938,1816831.67,High Value
1266,2025-02-04,Monitor,North,513,251.82,5,1259.1,2025-02,February,1,965,1816558.56,High Value
1267,2025-01-12,Monitor,West,501,448.97,5,2244.85,2025-01,January,1,948,1716692.5,High Value
1268,2025-05-01,Laptop,Unknown,514,182.94,5,914.7,2025-05,May,2,1012,1807715.97,High Value
