order_id,order_date,product,region,customer_id,price,quantity
1042,2025-04-05,Laptop,East,505,,5.0
1043,2025-05-14,Smartwatch,,507,662.065166686322,1.0
1044,2025-07-10,Smartwatch,East,520,700.1367527529293,1.0
1045,2025-01-23,Laptop,West,507,113.51227277395837,
1046,2025-06-01,Monitor,,500,,1.0
1047,2025-09-02,laptop,north,511,734.9935520970515,1.0
1048,2025-04-06,Keyboard,SOUth,520,547.3079811606158,5.0
1049,2025-10-18,Laptop,East,506,838.9316324394733,1.0
1050,2025-05-07,Keyboard,South,508,907.3319053407465,2.0
1051,2025-06-07,Laptop,South,514,715.2499094667804,4.0
1052,2025-10-15,Smartwatch,East,506,781.7127828161933,2.0
1053,2025-03-15,Keyboard,South,501,443.18824304611127,3.0
1054,2025-01-05,Keyboard,East,500,579.0422629396837,2.0
1055,2025-04-10,Headphones,East,500,436.11400384047914,5.0
1056,2025-02-16,Keyboard,,503,366.3209346013051,5.0
1057,2025-04-11,Smartwatch,North,507,,5.0
1058,2025-06-09,laptop,South,507,152.90610995892922,5.0
1059,2025-09-28,Keyboard,North,518,,4.0
1060,2025-04-16,Monitor,north,500,1072.5376547827882,
1061,2025-06-25,laptop,north,505,595.3238045231083,4.0
1062,2025-09-09,Laptop,South,520,156.3951805413776,3.0
1063,2025-09-21,Monitor,East,508,1102.9574945301717,5.0
1064,2025-07-26,Keyboard,SOUth,506,1091.4171625264378,5.0
1065,2025-04-28,Monitor,West,516,1107.1877200538836,2.0
1066,2025-02-03,Keyboard,North,517,143.19753021014026,3.0
1067,2025-01-24,Laptop,,510,582.5734244331185,5.0
1068,2025-09-24,HEADPHONES,,512,990.624047451536,1.0
1069,2025-01-17,laptop,East,507,980.5947406810401,2.0
1070,2025-04-24,HEADPHONES,SOUth,516,1097.5520389882358,1.0
1071,2025-08-16,Headphones,,507,692.4080890785011,1.0
1072,2025-10-11,HEADPHONES,North,502,358.7118424479411,2.0
1073,2025-06-20,laptop,West,502,714.3925629281341,2.0
1074,2025-07-08,Headphones,South,503,210.89981007137817,2.0
1075,2025-10-10,Keyboard,SOUth,500,664.629194818819,4.0
1076,2025-03-19,laptop,West,508,56.36898882478457,5.0
1077,2025-10-27,Smartwatch,West,504,834.0726594989623,4.0
1078,2025-06-11,laptop,SOUth,507,132.80970373386725,2.0
1079,2025-09-06,Keyboard,,508,850.7387538702772,3.0
1080,2025-02-20,Headphones,West,516,312.640210131313,4.0
1081,2025-04-16,Headphones,SOUth,511,714.1881209346451,4.0
1082,2025-02-12,Monitor,East,508,113.61607801974677,1.0
1083,2025-04-05,Keyboard,North,516,1002.4960754551493,2.0
1084,2025-08-31,HEADPHONES,,511,1031.9071277986993,2.0
1085,2025-04-29,laptop,East,519,1060.551594476323,4.0
1086,2025-02-16,Keyboard,,505,457.19511653935757,4.0
1087,2025-03-30,HEADPHONES,,509,360.6811429436182,2.0
1088,2025-08-07,laptop,SOUth,511,,3.0
1089,2025-06-27,Smartwatch,north,517,1054.3828861757297,1.0
1090,2025-07-15,Headphones,SOUth,503,881.7433672891001,4.0
1091,2025-10-14,Laptop,South,515,953.8319827012202,1.0
1092,2025-09-08,Keyboard,North,512,725.8286025788894,5.0
1093,2025-03-10,Laptop,East,518,1121.3871470519648,1.0
1094,2025-05-18,Laptop,South,513,313.18731343735357,3.0
1095,2025-09-29,Smartwatch,SOUth,518,1081.1858368233932,1.0
1096,2025-05-23,Headphones,East,511,575.896384915954,5.0
1097,2025-08-18,Keyboard,north,501,1025.5235338889443,4.0
1098,2025-03-26,Laptop,South,510,167.074104035392,2.0
1099,2025-03-10,Keyboard,,503,440.93329680603824,2.0
1100,2025-04-01,Keyboard,North,502,806.13717507646,5.0
1101,2025-04-23,laptop,North,503,89.36103197909813,5.0
1102,2025-06-03,Headphones,North,520,449.69240494695583,5.0
1103,2025-04-20,Monitor,SOUth,512,,5.0
1104,2025-05-09,HEADPHONES,North,505,551.0363770394506,2.0
1105,2025-10-06,Laptop,South,508,763.1955877457884,3.0
1106,2025-04-04,laptop,North,516,1027.205108169086,2.0
1107,2025-03-05,Monitor,North,508,473.42675833505393,1.0
1108,2025-09-24,Keyboard,North,513,1141.5503041604918,5.0
1109,2025-06-09,Laptop,SOUth,512,1112.1116150734053,
1110,2025-09-11,Keyboard,East,516,927.3249537043581,1.0
1111,2025-09-09,Monitor,East,514,637.1237225381507,2.0
1112,2025-07-11,Laptop,South,504,711.5785568137518,3.0
1113,2025-01-13,Laptop,South,515,1191.3830104297317,3.0
1114,2025-01-13,Laptop,north,511,720.5950225120785,3.0
1115,2025-04-26,laptop,South,514,,4.0
1116,2025-09-28,laptop,West,519,242.3739791999764,5.0
1117,2025-01-01,Laptop,,513,714.0642095538635,5.0
1118,2025-09-16,Laptop,north,505,1193.2539886504692,4.0
1119,2025-03-13,Keyboard,North,508,,3.0
1120,2025-08-09,Laptop,East,511,197.92656448101351,3.0
1121,2025-04-10,laptop,north,517,1019.7233504105033,5.0
1122,2025-01-26,Keyboard,,501,512.8838191803341,2.0
1123,2025-10-03,HEADPHONES,north,508,70.56551181369618,1.0
1124,2025-06-06,Keyboard,north,502,585.0128173658126,3.0
1125,2025-01-02,Laptop,South,516,619.7732938382676,2.0
1126,2025-09-22,Headphones,North,504,1027.7632909032016,1.0
1127,2025-03-31,Keyboard,north,505,,3.0
1128,2025-02-04,Smartwatch,East,504,514.8484974135074,2.0
1129,2025-10-09,Laptop,SOUth,518,520.4618385807298,4.0
1130,2025-10-20,Monitor,West,505,972.1108332808072,1.0
1131,2025-04-20,laptop,north,500,269.01707878437895,2.0
1132,2025-07-03,laptop,West,509,404.45007713450906,1.0
1133,2025-07-27,laptop,North,501,768.4624547981905,4.0
1134,2025-02-26,Laptop,SOUth,516,760.2516110103833,1.0
1135,2025-03-15,Keyboard,West,517,98.91701723361123,1.0
1136,2025-02-24,Monitor,SOUth,501,995.7845996069085,2.0
1137,2025-05-31,Keyboard,South,511,996.4838269680358,3.0
1138,2025-06-10,Headphones,South,513,880.4763923117557,5.0
1139,2025-05-28,Keyboard,north,511,,4.0
1140,2025-01-07,HEADPHONES,East,507,240.3593056437436,2.0
1141,2025-01-21,HEADPHONES,South,513,371.98431336214026,1.0
1142,2025-10-28,Laptop,West,516,1117.3511827531274,4.0
1143,2025-07-24,laptop,,515,1173.085624140335,1.0
1144,2025-10-17,Smartwatch,,513,1004.5906629079193,5.0
1145,2025-09-01,HEADPHONES,SOUth,520,659.5827556976127,4.0
1146,2025-08-30,laptop,West,520,164.75251528034585,3.0
1147,2025-01-03,laptop,North,500,401.78293218358556,1.0
1148,2025-01-24,Monitor,North,506,382.0119148735754,3.0
1149,2025-07-11,HEADPHONES,South,513,274.30203373367715,3.0
1150,2025-06-18,Keyboard,SOUth,519,726.3551997506975,2.0
1151,2025-09-26,Smartwatch,North,511,1115.5753990622984,3.0
1152,2025-08-12,Keyboard,SOUth,517,376.0440129320741,1.0
1153,2025-08-02,laptop,South,503,644.1180581357472,2.0
1154,2025-05-31,laptop,East,509,896.5913964481845,2.0
1155,2025-01-28,laptop,West,504,630.6783969211565,3.0
1156,2025-05-24,Monitor,north,501,205.52462384563736,2.0
1157,2025-04-09,Smartwatch,,507,705.3987196842946,3.0
1158,2025-08-21,HEADPHONES,North,504,570.8174885797971,1.0
1159,2025-07-13,Smartwatch,East,508,569.5098436602146,5.0
1160,2025-10-08,Keyboard,East,506,1090.0949814775129,5.0
1161,2025-05-26,Smartwatch,North,501,503.6142320745928,2.0
1162,2025-01-17,Laptop,,510,334.81762745241406,4.0
1163,2025-06-27,Laptop,West,505,672.2700503174303,4.0
1164,2025-09-17,Smartwatch,East,501,1040.1210462597755,4.0
1165,2025-08-17,laptop,East,505,357.3591832983801,1.0
1166,2025-04-02,Laptop,North,515,974.2493375811528,4.0
1167,2025-04-30,Headphones,North,507,88.90516722481581,4.0
1168,2025-07-10,Keyboard,,513,818.4844649694525,5.0
1169,2025-01-25,Smartwatch,North,519,915.7855342208978,3.0
1170,2025-05-26,Keyboard,,510,1172.6545004134466,4.0
1171,2025-04-07,laptop,South,515,311.9581471912362,1.0
1172,2025-03-01,Keyboard,South,505,856.8663476976566,3.0
1173,2025-06-22,Laptop,South,510,820.8076603655018,2.0
1174,2025-10-14,HEADPHONES,East,510,238.11199512099088,5.0
1175,2025-03-03,Smartwatch,North,519,372.6052228808504,2.0
1176,2025-04-28,Smartwatch,,514,873.1144644508723,4.0
1177,2025-09-12,Smartwatch,North,519,832.857027824658,5.0
1178,2025-01-09,Keyboard,East,513,621.7034252786456,5.0
1179,2025-07-07,Headphones,East,509,373.9453801401738,5.0
1180,2025-07-02,Smartwatch,SOUth,504,,1.0
1181,2025-09-11,Headphones,,506,879.7285712389302,5.0
1182,2025-07-30,HEADPHONES,SOUth,504,521.2030730679675,1.0
1183,2025-10-11,Keyboard,north,515,236.5468480981123,5.0
1184,2025-10-08,Headphones,north,506,667.6062380209199,4.0
1185,2025-09-02,HEADPHONES,,512,118.47425123886218,1.0
1186,2025-03-18,Monitor,,504,859.4070491452264,2.0
1187,2025-03-30,Smartwatch,West,514,460.348854449423,4.0
1188,2025-05-30,Laptop,SOUth,509,670.4965521294736,2.0
1189,2025-09-22,Smartwatch,SOUth,509,619.2674003768172,1.0
1190,2025-09-30,HEADPHONES,South,516,1095.341995928907,3.0
1191,2025-07-31,Smartwatch,South,518,75.33011538399187,
1192,2025-03-01,Monitor,West,510,945.4499823129288,3.0
1193,2025-05-04,Headphones,North,503,1141.777850527949,4.0
1194,2025-04-30,laptop,North,504,1117.4739198331354,1.0
1195,2025-01-01,Monitor,North,520,1074.743923249976,5.0
1196,2025-05-11,Headphones,north,509,543.5195000792096,3.0
1197,2025-03-23,Smartwatch,East,509,1110.2135672891823,1.0
1198,2025-09-19,Keyboard,,517,979.3507727434373,
1199,2025-10-14,Laptop,,510,140.59193383887828,3.0
1200,2025-08-02,Headphones,East,511,,5.0
1201,2025-01-08,Laptop,East,510,978.0616115183308,4.0
1202,2025-01-04,Laptop,West,513,112.14104003727297,5.0
1203,2025-02-05,Keyboard,East,504,1173.2311184068205,1.0
1204,2025-05-02,Monitor,West,500,1162.8881443922628,5.0
1205,2025-07-13,Monitor,SOUth,517,887.5547423797708,4.0
1206,2025-01-31,Keyboard,East,502,514.5280580427,2.0
1207,2025-04-23,Keyboard,north,510,1109.1509556825038,5.0
1208,2025-05-16,Keyboard,West,518,288.93442681746075,1.0
1209,2025-08-13,Monitor,North,500,452.7317836246556,3.0
1210,2025-04-08,Laptop,,503,,
1211,2025-05-15,Monitor,north,519,692.7135206671147,5.0
1212,2025-09-04,laptop,North,519,569.0058869644624,5.0
1213,2025-06-19,Laptop,North,512,426.0219890219221,1.0
1214,2025-09-23,Laptop,South,519,415.7540246752759,4.0
1215,2025-09-24,Smartwatch,north,506,877.0771723190077,1.0
1216,2025-09-18,Smartwatch,East,507,197.66633256383932,2.0
1217,2025-08-24,Keyboard,North,506,,4.0
1218,2025-07-15,Headphones,East,506,,5.0
1219,2025-10-06,laptop,North,517,104.27729709058414,1.0
1220,2025-06-26,Keyboard,SOUth,519,1133.1800627517766,5.0
1221,2025-10-02,Smartwatch,South,500,,3.0
1222,2025-06-10,HEADPHONES,north,519,557.4750468708542,1.0
1223,2025-06-23,Laptop,East,515,855.2961379787537,4.0
1224,2025-10-22,Laptop,West,504,1044.013124877306,2.0
1225,2025-09-19,Keyboard,,515,68.71812420804117,5.0
1226,2025-10-07,laptop,South,511,375.862236486347,2.0
1227,2025-09-23,Headphones,South,519,342.7131087566982,2.0
1228,2025-07-09,Keyboard,North,503,344.4413184315115,2.0
1229,2025-02-26,Keyboard,West,508,602.1376372177654,2.0
1230,2025-03-14,Laptop,SOUth,503,308.40857092526113,1.0
1231,2025-02-20,Headphones,West,507,337.8971348813876,1.0
1232,2025-10-27,Smartwatch,East,510,279.81376858118256,5.0
1233,2025-02-10,Monitor,SOUth,508,206.54483868747576,5.0
1234,2025-03-07,laptop,East,517,1064.3626444659624,4.0
1235,2025-02-11,laptop,SOUth,502,478.32604455731484,2.0
1236,2025-08-29,HEADPHONES,East,505,500.5428227048319,2.0
1237,2025-09-22,Laptop,north,515,457.4874582907243,2.0
1238,2025-05-14,Smartwatch,,504,315.1114672932482,1.0
1239,2025-05-24,Headphones,,502,937.7074918593331,5.0
1240,2025-07-20,laptop,,516,1057.8199549643264,
1241,2025-04-17,HEADPHONES,South,514,526.5039056998341,5.0
1242,2025-06-16,Smartwatch,East,506,768.6561659262717,4.0
1243,2025-06-02,Laptop,SOUth,509,470.0365533506109,3.0
1244,2025-05-15,Monitor,West,511,944.6641718727145,4.0
1245,2025-08-26,Keyboard,,507,269.2134924281346,3.0
1246,2025-09-07,Smartwatch,north,514,633.8888791580856,4.0
1247,2025-04-11,laptop,north,504,,4.0
1248,2025-06-21,Headphones,north,510,248.21549166600562,1.0
1249,2025-04-17,laptop,East,503,892.5515178905771,1.0
1250,2025-07-17,laptop,East,513,690.3847551101684,4.0
1251,2025-04-26,Headphones,north,512,,5.0
1252,2025-05-28,Laptop,South,519,1012.8400530435396,
1253,2025-04-12,Keyboard,West,515,908.3307035411216,1.0
1254,2025-03-27,Laptop,West,512,997.3616558550441,5.0
1255,2025-04-08,Smartwatch,SOUth,509,142.18217015520992,5.0
1256,2025-02-12,Monitor,,512,1102.6883177725779,4.0
1257,2025-08-27,Monitor,West,509,,2.0
1258,2025-04-27,Keyboard,North,502,78.17349982211574,2.0
1259,2025-08-06,HEADPHONES,West,509,305.32727606565516,2.0
1260,2025-01-29,Keyboard,north,508,212.79450940156298,5.0
1261,2025-07-27,Smartwatch,East,500,385.3862774096603,2.0
1262,2025-04-22,Smartwatch,North,512,1124.9875836399233,
1263,2025-06-29,Monitor,West,515,592.1861032370779,4.0
1264,2025-03-16,Headphones,East,519,569.5362101646668,5.0
1265,2025-03-30,laptop,north,510,,1.0
1266,2025-02-04,Monitor,north,513,251.8233613215927,5.0
1267,2025-01-12,Monitor,West,501,448.96688291033576,5.0
1268,2025-05-01,Laptop,,514,182.939694400072,5.0
1269,2025-04-03,Smartwatch,north,516,128.53026923255007,4.0
1270,2025-08-19,laptop,North,504,915.5129371916726,4.0
1271,2025-09-23,Smartwatch,SOUth,514,450.048940218601,
1272,2025-07-15,Laptop,South,505,211.44459929228182,1.0
1273,2025-09-11,HEADPHONES,East,516,,3.0
1274,2025-01-30,Laptop,,501,918.9454096596378,3.0
1275,2025-09-11,Laptop,,507,179.3712588271086,4.0
1276,2025-10-25,laptop,West,507,131.30223571339525,2.0
1277,2025-04-16,Monitor,South,515,916.3269365420241,2.0
1278,2025-07-01,Laptop,North,505,,5.0
1279,2025-08-12,Smartwatch,South,500,185.24388202532066,5.0
1280,2025-06-01,Headphones,East,514,653.7406096491475,3.0
1281,2025-02-20,Monitor,,501,607.5814183488075,
1282,2025-03-22,Smartwatch,South,507,809.8318973441665,5.0
1283,2025-03-15,Headphones,North,520,1082.5425600969043,3.0
1284,2025-01-27,HEADPHONES,West,517,902.663563111467,5.0
1285,2025-10-04,Keyboard,,510,494.9593707442455,3.0
1286,2025-08-02,Laptop,South,517,125.04029125987924,1.0
1287,2025-03-13,Laptop,East,518,427.03458871836267,4.0
1288,2025-01-23,Headphones,SOUth,508,969.6661693074298,1.0
1289,2025-05-19,Smartwatch,East,514,919.0093744215435,5.0
1290,2025-10-19,HEADPHONES,SOUth,500,,3.0
1291,2025-10-11,Monitor,SOUth,500,647.5917187892702,5.0
1292,2025-02-02,laptop,North,516,926.3974269966251,1.0
1293,2025-03-07,Monitor,East,517,438.42408949749375,4.0
1294,2025-04-11,Laptop,,503,798.0060856122723,3.0
1295,2025-08-31,Monitor,north,519,995.0461039056806,5.0
1296,2025-01-25,laptop,,517,691.9135557623852,2.0
1297,2025-02-22,Headphones,North,516,615.6922675595762,5.0
1298,2025-04-26,HEADPHONES,West,518,147.98397591603214,4.0
1299,2025-06-06,Smartwatch,West,505,308.3324412318104,1.0
1300,2025-09-15,Laptop,East,505,479.1573397881569,2.0
1301,2025-03-31,Laptop,,519,412.19111499766825,1.0
1302,2025-07-13,HEADPHONES,SOUth,520,254.24983988287318,1.0
1303,2025-10-06,laptop,South,517,446.8303581880165,3.0
1304,2025-03-29,Keyboard,SOUth,506,898.5933460729752,3.0
1305,2025-07-31,Headphones,East,504,970.0271543508113,1.0
1306,2025-09-16,Laptop,West,514,578.9081932456587,4.0
1307,2025-10-16,laptop,,500,649.4941129902041,5.0
1308,2025-10-09,HEADPHONES,East,516,1074.5243294667418,3.0
1309,2025-04-11,Monitor,SOUth,520,337.9771720126897,1.0
1310,2025-03-24,laptop,South,504,506.5883643998431,3.0
1311,2025-01-25,Headphones,SOUth,507,756.4842665401054,1.0
1312,2025-10-24,Laptop,East,518,582.7563160483425,5.0
1313,2025-08-10,HEADPHONES,North,513,,4.0
1314,2025-04-07,laptop,north,514,120.21998583893966,
1315,2025-10-28,Smartwatch,north,506,308.74385305705033,1.0
1316,2025-03-14,Monitor,north,500,252.82808238717763,3.0
1317,2025-08-01,Monitor,SOUth,519,276.180958103368,1.0
1318,2025-01-25,Keyboard,SOUth,508,1198.4049820547953,4.0
1319,2025-02-13,Monitor,West,514,305.04881526709755,2.0
1320,2025-03-30,laptop,West,509,995.3568605913133,3.0
1321,2025-05-12,Keyboard,north,506,258.75998399752575,1.0
1322,2025-06-03,Monitor,SOUth,510,,3.0
1323,2025-05-17,Keyboard,South,517,,
1324,2025-01-08,Headphones,SOUth,503,178.1264383080461,2.0
1325,2025-05-02,Monitor,North,507,70.65845274809658,4.0
1326,2025-02-07,Laptop,SOUth,517,,2.0
1327,2025-07-04,Smartwatch,East,500,,3.0
1328,2025-03-30,Smartwatch,SOUth,519,319.2124354075135,5.0
1329,2025-10-20,Smartwatch,,507,1010.0393840121918,3.0
1330,2025-05-18,HEADPHONES,,504,415.95897948857834,2.0
1331,2025-10-23,Smartwatch,South,502,1002.7475244086099,5.0
1332,2025-02-16,Monitor,East,506,592.7809378593461,4.0
1333,2025-07-30,Laptop,north,509,66.37805846181467,4.0
1334,2025-08-05,Laptop,North,514,246.76685508168075,3.0
1335,2025-02-06,Keyboard,East,504,87.94284586861498,3.0
1336,2025-07-28,Laptop,north,519,82.57337972642176,2.0
1337,2025-05-21,Smartwatch,West,501,216.88665980495983,3.0
1338,2025-07-31,Monitor,north,520,510.73404328998964,4.0
1339,2025-09-12,Headphones,North,515,244.78941614343103,5.0
1340,2025-07-09,Laptop,,512,634.3342811700086,1.0
1341,2025-02-13,Keyboard,,514,,3.0
1342,2025-03-15,Laptop,north,500,57.0825757269129,1.0
1343,2025-06-16,Laptop,South,514,68.80489220906541,3.0
1344,2025-06-15,Smartwatch,,515,,3.0
1345,2025-09-14,Keyboard,,516,807.0170407810966,4.0
1346,2025-07-02,Laptop,South,513,,2.0
1347,2025-10-17,Monitor,north,514,976.4552458449426,1.0
1348,2025-01-13,Smartwatch,SOUth,514,827.0228991145408,3.0
1349,2025-10-11,Monitor,East,504,546.1508311474488,1.0
1350,2025-07-09,Smartwatch,West,508,150.83119887331057,3.0
1351,2025-02-10,Laptop,East,507,,4.0
1352,2025-09-29,HEADPHONES,North,505,631.4562325611595,4.0
1353,2025-01-23,Laptop,north,511,153.8611938303559,5.0
1354,2025-07-01,HEADPHONES,North,503,502.6481680275717,4.0
1355,2025-05-16,HEADPHONES,North,504,228.39697468462666,4.0
1356,2025-10-21,Keyboard,SOUth,520,1071.4249504787767,5.0
1357,2025-02-04,Smartwatch,East,505,882.8266633712018,1.0
1358,2025-04-09,Laptop,SOUth,513,567.090024407882,2.0
1359,2025-01-04,Monitor,,509,482.9932966000445,2.0
1360,2025-10-07,HEADPHONES,SOUth,514,1074.26706509742,3.0
1361,2025-03-09,HEADPHONES,,501,950.3127712208945,3.0
1362,2025-06-29,Keyboard,north,514,163.50533176084616,4.0
1363,2025-02-20,Smartwatch,SOUth,506,751.8817695231085,4.0
1364,2025-05-30,Monitor,West,510,683.5031744321822,1.0
1365,2025-03-21,laptop,West,506,961.9002394895906,2.0
1366,2025-09-26,Monitor,West,507,68.09574740223702,1.0
1367,2025-07-12,Keyboard,,517,783.3176595467022,2.0
1368,2025-04-07,Headphones,North,515,362.1980421652819,4.0
1369,2025-04-30,Smartwatch,North,505,655.0390125784402,3.0
1370,2025-05-18,Headphones,SOUth,506,993.9094458713564,2.0
1371,2025-03-22,Laptop,East,509,831.1769587066185,4.0
1372,2025-01-06,Keyboard,,514,299.65118300728795,5.0
1373,2025-05-08,Smartwatch,,514,1196.3933774113177,4.0
1374,2025-08-14,HEADPHONES,South,514,751.1352193751661,4.0
1375,2025-06-08,Keyboard,north,505,446.54901551125903,2.0
1376,2025-05-25,Monitor,North,502,345.42955360902715,4.0
1377,2025-05-11,Monitor,SOUth,501,680.6874657883253,1.0
1378,2025-07-15,Smartwatch,,502,337.72340755612186,5.0
1379,2025-02-21,Headphones,north,509,,2.0
1380,2025-04-19,Keyboard,East,511,1146.5850140873247,4.0
1381,2025-03-29,laptop,North,505,75.48999851555705,1.0
1382,2025-09-22,Smartwatch,West,518,274.35431466845444,5.0
1383,2025-02-06,Monitor,North,501,579.9352105495539,2.0
1384,2025-01-07,Smartwatch,SOUth,518,526.3636216952739,2.0
1385,2025-03-08,Monitor,north,508,,
1386,2025-03-25,Monitor,West,511,174.03844256399185,2.0
1387,2025-09-24,HEADPHONES,South,512,,1.0
1388,2025-08-29,laptop,SOUth,513,53.13547934323963,3.0
1389,2025-09-30,Laptop,South,509,1143.3941727154022,
1390,2025-06-22,HEADPHONES,north,505,1155.7635637085393,5.0
1391,2025-06-22,Keyboard,South,503,909.7035802920724,4.0
1392,2025-01-17,Laptop,,509,823.052409856835,3.0
1393,2025-07-02,laptop,West,520,1115.494946023927,2.0
1394,2025-02-17,laptop,SOUth,507,1197.9331052493853,5.0
1395,2025-08-20,Keyboard,SOUth,511,962.9026373162185,1.0
1396,2025-02-11,laptop,North,520,973.3809713653553,4.0
1397,2025-05-08,HEADPHONES,North,507,432.12071954381736,1.0
1398,2025-10-04,laptop,East,507,612.1548197242602,1.0
1399,2025-05-01,Smartwatch,North,516,420.8718434524129,5.0
1400,2025-07-16,Keyboard,SOUth,501,1134.3697048413412,1.0
1401,2025-02-06,Keyboard,north,502,562.0431089308534,1.0
1402,2025-05-04,HEADPHONES,SOUth,520,617.6189976449274,1.0
1403,2025-09-24,Smartwatch,East,500,136.75838037892254,2.0
1404,2025-01-19,HEADPHONES,North,505,1079.0405779953664,1.0
1405,2025-08-21,HEADPHONES,,506,426.1627356937117,3.0
1406,2025-06-08,Smartwatch,SOUth,517,818.6724460776303,3.0
1407,2025-07-23,laptop,South,516,422.5235722290996,4.0
1408,2025-09-03,Keyboard,East,514,906.8768869704586,4.0
1409,2025-07-06,HEADPHONES,East,512,,2.0
1410,2025-02-19,laptop,,507,120.52682690754085,2.0
1411,2025-04-17,Smartwatch,North,520,706.2305009281505,5.0
1412,2025-03-07,Smartwatch,North,502,690.3170496040576,2.0
1413,2025-03-06,Laptop,North,520,327.93225618876187,1.0
1414,2025-07-17,Monitor,,503,372.65532917023086,4.0
1415,2025-03-05,Monitor,north,510,102.23474324569018,3.0
1416,2025-09-09,Laptop,West,511,738.8490809782769,3.0
1417,2025-09-26,laptop,,520,258.7753384361626,5.0
1418,2025-05-07,Headphones,South,518,387.27130366315816,3.0
1419,2025-06-26,Laptop,West,500,724.7558216741193,4.0
1420,2025-02-02,Headphones,West,514,580.9586626535336,3.0
1421,2025-06-10,Laptop,East,505,854.5893448847386,3.0
1422,2025-09-10,Keyboard,West,509,158.9833834313444,1.0
1423,2025-09-17,Monitor,West,512,,3.0
1424,2025-03-26,Laptop,north,513,,5.0
1425,2025-10-24,laptop,South,510,86.60706325399129,3.0
1426,2025-08-24,Smartwatch,North,506,698.1878253389103,3.0
1427,2025-05-18,laptop,North,504,56.62040636195762,4.0
1428,2025-06-07,HEADPHONES,West,511,876.495062920144,5.0
1429,2025-02-19,Laptop,South,505,748.294678592727,4.0
1430,2025-01-03,Monitor,East,520,82.3055521701402,4.0
1431,2025-02-27,Laptop,West,509,364.75772281315864,3.0
1432,2025-06-27,HEADPHONES,North,504,512.2795440273333,5.0
1433,2025-05-09,Headphones,West,503,1054.1960823352879,4.0
1434,2025-07-27,Monitor,,509,239.26965386849383,3.0
1435,2025-04-15,Laptop,north,507,1061.7523737734,2.0
1436,2025-01-14,Keyboard,East,504,992.3503699883314,4.0
1437,2025-09-05,Monitor,SOUth,503,474.3834565946253,4.0
1438,2025-01-19,Monitor,East,503,,5.0
1439,2025-02-01,Headphones,north,505,433.6893802806761,
1440,2025-05-08,Laptop,West,513,95.14431612832496,2.0
1441,2025-04-06,Laptop,South,502,683.0463295351428,5.0
1442,2025-10-08,Smartwatch,,519,149.26339741479177,2.0
1443,2025-06-09,HEADPHONES,SOUth,505,338.3521848376803,5.0
1444,2025-07-05,Smartwatch,SOUth,514,480.8455556906856,1.0
1445,2025-03-30,Laptop,East,505,1035.2903380257758,4.0
1446,2025-08-30,Keyboard,West,512,426.8379828753036,4.0
